Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Genres,Author,Recommended,Mixed Feelings,Not Recommended,Release date,Completed date
Villainess in Love,7.57,1696,2395,4774,4022,44,4,105,Finished,"['Fantasy', 'Romance']","['Lee Haron', 'R Su Eopseum']",1,0,0,2019-12-31,2022-10-05
Saijaku Muhai no Bahamut (Undefeated Bahamut Chronicle),7.57,745,2430,4377,4406,50,20,139,Finished,"['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Kasuga Ayumu', 'Akatsuki Senri', 'Murakami Yuichi']",4,0,0,2013-08-12,2020-08-06
Itoshi no Karin (Karin who I think tenderly of),7.57,7145,2431,1370,13764,202,3,21,Finished,"['Romance', 'Slice of Life']",['Horiizumi Inko'],5,0,0,2013-04-24,2014-12-24
Days,7.57,2904,2432,2144,8965,125,42,376,Finished,"['Award Winning', 'Sports']",['Yasuda Tsuyoshi'],4,0,0,2013-04-24,2021-01-20
K: Countdown,7.57,633,2433,9251,1836,6,2,8,Finished,"['Action', 'Supernatural']","['Kuroe Yui', 'GoRA']",0,0,0,2014-12-27,2015-07-28
Trinity Seven: 7-nin no Mashotsukai The Novel,7.57,195,2434,12067,1284,12,3,19,Finished,"['Action', 'Comedy', 'Fantasy', 'Supernatural']","['Nao Akinari', 'Saitou Kenji']",1,0,0,2014-11-07,2018-01-09
Pretty Face,7.57,10028,2399,940,18676,518,6,53,Finished,"['Comedy', 'Romance', 'Ecchi']",['Kano Yasuhiro'],11,1,0,2002-05-14,2003-06-09
Ayashi no Ceres (Ceres: Celestial Legend),7.57,6863,2400,1317,14207,374,14,83,Finished,"['Award Winning', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Supernatural']",['Watase Yuu'],4,0,1,1996-08-05,2000-01-20
Chou ni Naru Hi (The Day I Become a Butterfly),7.57,1869,2401,4979,3837,66,1,6,Finished,"['Boys Love', 'Romance']",['Yumeka Sumomo'],1,1,0,2003-07-11,2023-12-11
. (Othello),7.57,3606,2405,2667,7360,128,7,28,Finished,"['Comedy', 'Romance']",['Ikezawa Satomi'],5,1,0,2001-08-08,2004-09-13
H³ School (Happy Hustle High),7.57,3207,2406,3226,6138,93,5,30,Finished,"['Comedy', 'Romance']",['Takada Rie'],6,1,0,2003-08-05,2004-12-04
Highschool of the Dead,7.57,40864,2407,154,88485,3062,7,33,Discontinued,"['Action', 'Drama', 'Horror', 'Romance', 'Ecchi']","['Satou Daisuke', 'Satou Shouji']",14,2,0,2006-08-09,2013-04-09
Apollo no Uta (Apollo's Song),7.57,2967,2408,2942,6683,156,3,6,Finished,"['Drama', 'Fantasy']",['Tezuka Osamu'],4,0,0,1970-04-13,1970-11-09
Higurashi no Naku Koro ni: Kataribanashi-hen Comic Anthology EX.,7.57,609,2415,7889,2254,15,7,23,Finished,"['Drama', 'Horror', 'Mystery']","['Houjou Yutori', 'Suzuki Jirou', 'Kousaka Rito', 'Takami Atsushi']",0,0,0,2007-11-22,2009-06-22
Natsu no Zenjitsu,7.57,4174,2416,1527,12546,200,5,38,Finished,"['Drama', 'Romance', 'Slice of Life']",['Yoshida Motoi'],7,1,1,2008-11-07,2014-06-07
Devils Line (Devils' Line),7.57,5989,2372,849,20758,578,14,80,Finished,"['Action', 'Drama', 'Romance']",['Hanada Ryou'],7,1,1,2013-03-22,2019-05-22
Kuro Hakubutsukan: Ghost and Lady (Black Museum: The Ghost and the Lady),7.57,560,2373,7491,2411,21,2,28,Finished,"['Action', 'Fantasy', 'Horror', 'Mystery']",['Fujita Kazuhiro'],1,0,0,2014-11-27,2015-06-25
Tsuki ga Kirei desu ne,7.57,715,2374,5892,3172,15,6,41,Finished,"['Fantasy', 'Girls Love', 'Romance']",['Itou Hachi'],1,1,0,2015-07-18,2019-11-18
"Kuzumi-kun, Kuuki Yometemasu ka? (Kuzumi-kun, Can't You Read the Room?)",7.57,15804,2375,451,36761,616,8,63,Finished,"['Comedy', 'Romance']",['Mosco'],17,3,0,2015-03-21,2019-06-22
Code Geass: Hangyaku no Lelouch R2,7.57,294,2378,13789,1064,15,4,27,Finished,"['Action', 'Drama', 'Sci-Fi']","['Taniguchi Gorou', 'Ookouchi Ichirou', 'Iwasa Mamoru', 'toi8']",0,0,0,2008-05-31,2009-02-28
Yondome wa Iya na Shizokusei Majutsushi (The Death Mage),7.56,1371,2453,3840,5110,123,4,28,Publishing,"['Action', 'Drama', 'Fantasy']","['Ban!', 'Densuke']",3,1,0,2016-12-15,2023-12-11
Catulus Syndrome,7.56,1860,2454,2923,6720,135,4,100,Finished,"['Comedy', 'Girls Love', 'Supernatural']",['Nekotarou'],4,0,0,2016-10-15,2021-02-13
The Lazy Lord Masters the Sword,7.57,4036,2394,1754,10848,88,4,28,Publishing,"['Action', 'Fantasy']","['Ideungbyeol', 'Dodomoon']",4,0,2,2021-05-21,2023-12-11
Second Life Ranker,7.56,5773,2447,1098,16279,235,4,28,Publishing,"['Action', 'Fantasy']","['Sadoyeon', 'Nongnong']",3,0,1,2019-05-16,2023-12-11
Marry My Husband,7.56,2952,2450,2992,6589,87,4,68,Finished,"['Drama', 'Romance', 'Suspense']","['LICO', 'Sung Sojak']",0,3,2,2021-11-02,2023-01-17
The Infinite Mage,7.57,2780,2396,2251,8571,73,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Themis', 'Kim Chiwoo']",3,1,0,2022-12-30,2023-12-11
Revenge of the Baskerville Bloodhound,7.56,2507,2451,2307,8382,72,4,28,Publishing,"['Action', 'Fantasy']","['Lego Babasseo', 'Seol Arang']",4,0,0,2023-04-14,2023-12-11
Mushoku Tensei: Dasoku-hen,7.57,140,2398,18549,662,20,4,28,Publishing,"['Fantasy', 'Slice of Life']","['Rifujin na Magonote', 'Sirotaka']",1,0,0,2023-06-23,2023-12-11
Mikado no Shihou,7.56,1276,2466,4946,3863,31,7,35,Finished,"['Fantasy', 'Romance']",['Nakano Emiko'],2,0,0,2004-12-10,2014-06-10
Blood Lad,7.56,24071,2468,234,64968,1479,17,85,Finished,"['Action', 'Comedy', 'Supernatural']",['Kodama Yuuki'],10,2,1,2009-09-04,2016-09-03
High School DxD,7.56,9377,2473,680,25385,518,11,78,Finished,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Ishibumi Ichiei', 'Mishima Hiroji']",2,2,0,2010-07-20,2018-02-09
Shindere Shoujo to Kodoku na Shinigami,7.56,3972,2474,1767,10768,98,3,20,Finished,"['Drama', 'Mystery']","['Himura Masaki', 'Katou Yoshie']",5,0,0,2011-09-22,2013-03-28
Hyouketsu Kyoukai no Eden,7.56,219,2475,13201,1130,7,13,28,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Kasukabe Akira', 'Sazane Kei']",0,0,0,2009-09-19,2014-03-20
The Book: JoJo's Bizarre Adventure 4th Another Day,7.56,667,2476,5000,3822,13,1,5,Finished,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Araki Hirohiko', 'Otsuichi']",3,0,0,2007-11-26,2023-12-11
Crayon Days: Daikirai na Aitsu (The Crayon Days),7.56,6040,2477,1367,13770,107,4,27,Finished,"['Comedy', 'Romance']",['Chiba Kozue'],3,0,0,2011-11-19,2013-02-20
Lovely★Complex Two,7.56,2791,2478,2548,7675,35,1,5,Finished,"['Comedy', 'Romance']",['Nakahara Aya'],1,0,0,2009-04-28,2012-07-13
Tsuki no Sango,7.56,711,2479,7929,2241,36,2,4,Finished,"['Drama', 'Sci-Fi']","['Nasu Kinoko', 'Sasaki Shonen']",1,0,0,2012-07-07,2019-01-22
Intellectual Village no Zashiki Warashi,7.56,284,2480,8983,1903,9,9,44,Finished,"['Mystery', 'Sci-Fi', 'Supernatural']","['Kamachi Kazuma', 'Mahaya']",1,0,0,2012-05-10,2015-12-10
Momochi-san Chi no Ayakashi Ouji (The Demon Prince of Momochi House),7.56,3730,2482,1188,15283,278,16,67,Finished,"['Fantasy', 'Romance', 'Supernatural']",['Shouoto Aya'],6,2,0,2013-02-23,2019-08-24
Heart Gear,7.56,1657,2455,2508,7766,89,4,28,Publishing,"['Action', 'Adventure', 'Sci-Fi']",['Takaki Tsuyoshi'],4,0,0,2019-04-03,2023-12-11
Temple (TenPuru: No One Can Live on Loneliness),7.56,7034,2456,735,23511,247,4,28,Publishing,"['Romance', 'Slice of Life', 'Ecchi']",['Yoshioka Kimitake'],5,1,0,2018-09-01,2023-12-11
Sayonara no Asa ni Yakusoku no Hana wo Kazarou (Maquia: When the Promised Flower Blooms),7.56,268,2457,9300,1826,13,3,27,Finished,"['Drama', 'Fantasy']",['Satou Mito'],0,0,0,2018-04-22,2019-07-09
Kimetsu no Yaiba: Shiawase no Hana (Demon Slayer: Kimetsu no Yaiba—The Flower of Happiness),7.56,1163,2458,5045,3786,39,1,5,Finished,"['Action', 'Fantasy']","['Yajima Aya', 'Gotouge Koyoharu']",1,0,0,2019-02-04,2023-12-11
Toaru Majutsu no Index Gaiden: Toaru Kagaku no Dark Matter,7.56,958,2459,9188,1855,33,1,4,Finished,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Kamachi Kazuma', 'Kisaragi Nankyoku']",2,0,0,2019-08-27,2020-03-26
Neko to Kiss (A Kiss with a Cat),7.56,1919,2462,2881,6807,70,6,25,Finished,"['Comedy', 'Romance', 'Supernatural']",['Senri Miko'],3,0,0,2020-08-11,2022-12-13
"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru (The Most Notorious ""Talker"" Runs the World's Greatest Clan)",7.56,1920,2463,3175,6217,72,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Yamorichan', 'Jaki']",3,0,2,2020-06-12,2023-12-11
Amagami-san Chi no Enmusubi (Tying the Knot with an Amagami Sister),7.56,4388,2464,1129,15898,286,4,28,Publishing,"['Comedy', 'Romance']",['Naitou Marcey'],5,2,2,2021-04-21,2023-12-11
Hidamari no Orange (Sunny Orange),7.56,711,2465,10800,1500,10,1,6,Finished,"['Boys Love', 'Slice of Life']",['Yuu Chitose'],0,0,0,2019-09-06,2020-01-07
Fairy Tail,7.56,156286,2484,22,267387,20960,63,549,Finished,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",['Mashima Hiro'],57,23,27,2006-08-02,2017-07-26
Blood+,7.56,5566,2486,1408,13444,271,5,20,Finished,"['Action', 'Horror', 'Mystery', 'Romance', 'Supernatural']",['Katsura Asuka'],4,0,0,2005-12-26,2007-04-26
Cobra,7.56,491,2488,7854,2266,26,18,30,Finished,"['Action', 'Adventure', 'Sci-Fi', 'Ecchi']",['Terasawa Buichi'],0,0,0,1978-10-24,1984-10-30
Ai-Ren,7.56,3245,2490,2065,9237,181,5,43,Finished,"['Drama', 'Romance', 'Sci-Fi', 'Ecchi']",['Tanaka Yutaka'],8,0,0,1999-06-11,2002-05-24
I'll,7.56,1067,2493,5095,3735,62,14,88,Finished,"['Drama', 'Slice of Life', 'Sports']",['Asada Hiroyuki'],2,0,0,1995-11-06,2004-05-06
100% Perfect Girl,7.56,3715,2495,2120,9075,192,11,83,Finished,"['Drama', 'Romance']",['Wann'],12,2,2,2006-08-22,2009-11-05
Mahoujin Guruguru,7.56,278,2498,12664,1200,16,16,168,Finished,"['Adventure', 'Comedy', 'Fantasy']",['Etou Hiroyuki'],0,0,0,1992-07-11,2003-08-12
Kidou Senshi Crossbone Gundam: Koutetsu no 7-nin,7.56,604,2500,11133,1433,27,3,15,Finished,"['Action', 'Sci-Fi']",['Hasegawa Yuuichi'],0,0,0,2006-07-26,2007-09-26
Attack No.1,7.56,244,2504,17580,722,15,12,28,Finished,"['Drama', 'Romance', 'Sports']",['Urano Chikako'],0,0,0,1968-01-07,1971-11-27
Kanojo wa Uso wo Aishisugiteru,7.56,1865,2505,2620,7489,55,22,94,Finished,"['Award Winning', 'Drama', 'Romance']",['Aoki Kotomi'],3,0,0,2009-03-24,2017-02-24
Gunjou Gakusha,7.56,713,2506,7744,2308,14,4,39,Finished,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Slice of Life']",['Irie Aki'],0,1,0,2004-06-12,2008-10-11
ib: Instant Bullet,7.56,9553,2436,660,25961,643,5,27,Finished,"['Drama', 'Fantasy', 'Supernatural']",['Akasaka Aka'],10,3,4,2013-07-27,2015-08-27
Fujiyama-san wa Shishunki,7.56,9603,2438,798,21817,321,8,67,Finished,"['Comedy', 'Romance', 'Slice of Life']",['Ojiro Makoto'],6,0,0,2012-11-20,2015-12-15
Fairy Tail,7.56,1300,2439,4509,4271,459,3,29,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Mashima Hiro', 'Kawasaki Miu']",0,0,0,2012-05-02,2016-03-17
Groundless,7.56,781,2440,4553,4233,58,4,28,Publishing,"['Action', 'Drama']",['Kagemachi Keita'],1,0,0,2010-06-06,2023-12-11
Perfect World,7.56,4611,2442,852,20635,254,12,59,Finished,"['Award Winning', 'Drama', 'Romance']",['Aruga Rie'],12,2,2,2014-03-24,2021-01-25
Im (Im: The Great Priest Imhotep),7.56,1923,2443,2812,6984,228,11,45,Finished,"['Action', 'Comedy']",['Morishita Makoto'],4,0,1,2015-01-10,2018-08-10
My Beautiful World,7.56,1280,2444,5048,3781,34,3,68,Finished,"['Comedy', 'Romance']",['Maru'],0,1,1,2013-11-15,2015-07-03
White Album 2: Yuki ga Tsumugu Senritsu,7.55,120,2541,18800,647,14,6,28,Finished,"['Drama', 'Romance', 'Slice of Life']","['Tsukishima Masaya', 'Nakamura Takeshi']",0,0,0,2013-03-16,2014-09-12
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.55,567,2544,3774,5210,57,11,64,Finished,"['Comedy', 'Ecchi']","['Akagi Hirotaka', 'Shimotsuki Eight']",0,0,0,2012-07-18,2016-02-18
Tamako Love Story,7.55,131,2545,14378,999,6,1,28,Finished,"['Romance', 'Slice of Life']","['Horiguchi Yukiko', 'Ichinose Mutsuki']",0,0,0,2014-07-02,2023-12-11
Area 51,7.55,410,2546,8589,2023,26,15,72,Finished,"['Action', 'Sci-Fi', 'Supernatural']",['Hisa Masato'],1,0,0,2011-01-21,2017-07-21
Hakoiri Drops,7.55,1763,2547,3651,5386,54,6,85,Finished,"['Comedy', 'Slice of Life']",['Tsurusaki Yuu'],5,0,0,2011-03-09,2017-06-09
Takeo-chan Bukkairoku,7.55,340,2548,13337,1112,13,7,35,Finished,"['Comedy', 'Fantasy', 'Slice of Life']",['Toyoda Minoru'],2,0,0,2011-12-12,2014-10-11
Boku wa Tomodachi ga Sukunai (Haganai: I Don't Have Many Friends),7.55,6920,2558,719,23982,382,20,109,Finished,"['Comedy', 'Romance']","['Hirasaka Yomi', 'Itachi']",6,1,0,2010-03-27,2020-12-26
Slayers Special,7.55,124,2560,22410,468,3,30,196,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Kanzaka Hajime', 'Araizumi Rui']",0,0,0,1989-08-30,2006-12-27
Bleach: The Honey Dish Rhapsody,7.55,586,2561,7917,2244,16,1,3,Finished,"['Comedy', 'Supernatural']","['Kubo Tite', 'Matsubara Makoto']",0,0,0,2006-10-27,2023-12-11
Umineko no Naku Koro ni Tsubasa,7.55,425,2562,10306,1601,4,3,13,Finished,"['Drama', 'Fantasy', 'Mystery', 'Supernatural']","['Ryukishi07', 'Itou Fumi']",0,0,0,2011-04-25,2013-04-25
Kiss Wood,7.55,1232,2566,5786,3238,32,2,34,Finished,"['Adventure', 'Drama', 'Fantasy']",['Ahn Sung Ho'],2,0,0,2010-06-05,2011-01-29
Honey (Honey So Sweet),7.55,4115,2567,1329,14137,136,8,41,Finished,"['Comedy', 'Romance', 'Slice of Life']",['Meguro Amu'],1,3,0,2012-08-10,2015-11-13
Shiki no Zenjitsu (The Wedding Eve),7.55,3312,2568,2995,6583,73,1,7,Finished,"['Drama', 'Romance', 'Slice of Life']",['Hozumi'],1,1,0,2010-10-14,2012-06-28
Girls of the Wild's,7.55,35927,2569,210,70435,2149,4,260,Finished,"['Action', 'Comedy', 'Drama', 'Romance']","['Kim Hye-Jin', 'Hun']",25,11,9,2011-08-14,2016-10-29
InuYasha,7.55,554,2570,9893,1696,254,1,28,Finished,"['Adventure', 'Drama', 'Fantasy', 'Supernatural']","['Takahashi Rumiko', 'Konparu Tomoko']",0,0,0,2004-12-10,2023-12-11
Tokyo Alien Brothers,7.55,898,2533,6339,2927,35,3,18,Finished,"['Sci-Fi', 'Slice of Life']",['Shinzou Keigo'],1,0,0,2015-06-27,2017-01-27
Shall we Have Dinner Tonight?,7.55,1559,2535,4817,3978,40,3,46,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['Park See-In'],6,0,0,2013-11-12,2014-11-05
Dame na Watashi ni Koishite Kudasai Returns,7.55,1180,2536,3846,5101,22,6,24,Finished,"['Comedy', 'Romance']",['Nakahara Aya'],0,0,0,2016-10-15,2018-10-15
Kino no Tabi: The Beautiful World,7.55,408,2538,9680,1740,9,5,22,Finished,"['Adventure', 'Fantasy', 'Mystery']","['Sigsawa Keiichi', 'Gou']",0,0,0,2017-05-27,2019-12-26
Bokura no Chikyuu no Arukikata (Our Not-So-Lonely Planet Travel Guide),7.55,232,2551,11901,1306,18,4,28,Publishing,"['Adventure', 'Boys Love', 'Slice of Life']",['Sorai Mone'],1,0,0,2019-12-30,2023-12-11
Tsui no Taimashi: Ender Geister,7.56,795,2445,4748,4041,35,4,28,Publishing,"['Action', 'Supernatural']",['Yomoyama Takashi'],2,0,0,2019-12-01,2023-12-11
The Monstrous Duke's Adopted Daughter,7.55,2501,2553,3078,6404,58,11,150,Finished,"['Drama', 'Fantasy', 'Romance']","['Liaran', 'MinJakk']",3,0,1,2019-04-30,2022-07-20
Jungle Juice,7.54,3055,2652,2327,8302,126,4,28,Publishing,"['Action', 'Fantasy']","['Juder', 'Hyeong Eun']",3,0,0,2020-12-30,2023-12-11
The Villainess Is a Marionette,7.56,2020,2448,2779,7073,69,4,28,Publishing,"['Drama', 'Fantasy']","['Hanirim', 'Manggle']",0,2,0,2021-02-10,2023-12-11
Little Rabbit and the Big Bad Leopard,7.55,1065,2556,5260,3609,49,4,28,Publishing,"['Fantasy', 'Romance']","['Yasik Meongneunjung', 'Sadam']",0,0,0,2021-05-22,2023-12-11
Yakitate!! Japan,7.55,5963,2509,1512,12643,271,26,242,Finished,"['Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Gourmet']",['Hashiguchi Takashi'],5,1,1,2002-03-18,2007-01-10
Fate/stay night,7.55,6277,2510,986,17864,457,20,87,Finished,"['Action', 'Fantasy', 'Romance', 'Supernatural']","['Type-Moon', 'Nishiwaki Datto', 'Nasu Kinoko']",1,1,0,2005-12-26,2012-10-26
Yozakura Quartet,7.55,2379,2513,1453,13117,236,4,28,Publishing,"['Action', 'Comedy', 'Slice of Life', 'Supernatural']",['Yasuda Suzuhito'],1,0,0,2006-01-26,2023-12-11
Itazura na Kiss,7.55,3534,2514,1909,9889,223,23,100,Finished,"['Comedy', 'Romance']",['Tada Kaoru'],4,0,3,1990-05-12,1999-02-13
Kami no Shizuku (The Drops of God),7.55,1776,2515,1673,11419,117,44,439,Finished,"['Drama', 'Gourmet', 'Mystery']","['Kibayashi Shin', 'Okimoto Shuu']",3,0,0,2004-11-18,2014-06-12
LifE,7.55,2940,2516,2424,8028,71,3,23,Finished,"['Drama', 'Mystery']","['Kawaguchi Kaiji', 'Fukumoto Nobuyuki']",7,1,0,1999-08-18,2000-07-19
Yasha,7.55,488,2517,7375,2454,41,12,72,Finished,"['Action', 'Award Winning', 'Drama', 'Mystery']",['Yoshida Akimi'],2,0,0,1996-06-13,2002-06-28
Double Arts,7.55,8482,2518,1051,16946,218,3,24,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",['Komi Naoshi'],11,1,1,2008-03-24,2008-09-08
Katana Series,7.55,644,2519,8453,2067,16,4,28,Publishing,"['Comedy', 'Drama', 'Supernatural']",['Kamata Kimiko'],2,0,1,2004-09-06,2023-12-11
Hana no Namae (The Name of the Flower),7.55,3072,2521,2491,7823,40,4,20,Finished,"['Drama', 'Romance']",['Saitou Ken'],3,1,0,2004-02-10,2007-08-10
Sunabouzu (Desert Punk),7.55,1216,2522,3185,6205,87,22,139,Finished,"['Action', 'Sci-Fi']",['Usune Masatoshi'],2,0,0,1997-01-11,2020-10-12
Arisa,7.55,8126,2524,1021,17407,370,12,48,Finished,"['Drama', 'Mystery']",['Ando Natsumi'],17,2,2,2008-12-29,2012-08-03
Utsurowazarumono: Breath of Fire IV,7.55,923,2526,8292,2118,45,5,27,Finished,"['Action', 'Adventure', 'Fantasy']",['Ichimura Hitoshi'],2,0,0,2007-10-15,2010-01-15
Yandere Kanojo,7.55,6507,2527,811,21446,258,17,157,Finished,"['Comedy', 'Romance']",['Shinobi'],8,0,0,2008-06-21,2015-04-22
Dead Mount Death Play,7.55,3372,2571,1224,15016,188,4,28,Publishing,"['Action', 'Fantasy', 'Supernatural']","['Narita Ryohgo', 'Fujimoto Shinta']",3,1,0,2017-10-20,2023-12-11
Kakuriyo no Yadomeshi: Ayakashi Oyado ni Yomeiri shimasu. (Kakuriyo: Bed & Breakfast for Spirits),7.55,725,2572,4570,4215,81,4,28,Publishing,"['Gourmet', 'Supernatural']","['Ioka Wako', 'Yuuma Midori']",1,0,0,2016-04-30,2023-12-11
Majo-senpai Nippou (Daily Report About My Witch Senpai),7.55,1894,2573,3489,5649,40,4,28,Publishing,"['Romance', 'Slice of Life']",['Mochida Maka'],2,0,0,2018-08-30,2023-12-11
Kawaii dake ja Nai Shikimori-san (Shikimori's Not Just a Cutie),7.55,20463,2574,243,63170,1433,20,201,Finished,"['Comedy', 'Romance']",['Maki Keigo'],20,2,2,2019-02-02,2023-02-18
Furare Girl,7.55,836,2575,5430,3482,35,14,68,Finished,"['Comedy', 'Romance']",['Tsutsumi Kakeru'],3,0,1,2018-03-05,2022-06-03
Hoshifuru Oukoku no Nina (Nina the Starry Bride),7.55,282,2576,8417,2079,27,4,28,Publishing,"['Award Winning', 'Fantasy', 'Romance']",['Rikachi'],1,0,1,2019-10-01,2023-12-11
Devil Number 4,7.55,2835,2577,3228,6132,115,8,122,Finished,"['Romance', 'Supernatural']","['woombeee', 'jangjin']",2,2,0,2018-05-01,2020-11-16
Atarashii Joushi wa Do Tennen (My New Boss Is Goofy),7.55,229,2578,10900,1479,22,4,28,Publishing,"['Comedy', 'Slice of Life']",['Ichikawa Dan'],0,0,0,2019-02-05,2023-12-11
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita. @comic (The Weakest Tamer Began a Journey to Pick Up Trash),7.55,1131,2579,4974,3843,44,4,28,Publishing,"['Adventure', 'Fantasy']","['Fukino Tou', 'Honobonoru500']",4,0,0,2020-02-10,2023-12-11
Mamahaha no Tsurego ga Motokano datta (My Stepmom's Daughter Is My Ex),7.55,927,2580,3787,5191,122,4,28,Publishing,"['Comedy', 'Romance']","['TakayaKi', 'Kamishiro Kyousuke']",3,2,1,2018-12-01,2023-12-11
Nakitai Watashi wa Neko wo Kaburu,7.55,242,2581,13443,1100,8,3,13,Finished,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['Kuromaru Kyousuke'],0,0,0,2020-05-15,2021-03-12
"Yuunagi ni Mae, Boku no Ribbon",7.54,190,2585,16512,801,13,2,16,Finished,"['Slice of Life', 'Sports']",['Kurokawa Yumi'],2,0,0,2018-08-10,2020-10-15
Fate/Grand Order: Epic of Remnant - Ashu Tokuiten EX - Shinkai Dennou Rakudo SE.RA.PH,7.54,240,2587,11637,1349,19,4,28,Publishing,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']",['Nishide Kengoro'],0,0,0,2019-02-20,2023-12-11
Violet Evergarden Ever After,7.54,167,2588,17313,741,48,1,6,Finished,"['Drama', 'Fantasy']","['Akatsuki Kana', 'Takase Akiko']",0,0,0,2020-03-27,2023-12-11
Adabana,7.54,3533,2589,1681,11343,199,3,28,Finished,"['Drama', 'Mystery']",['NON'],5,1,1,2020-03-18,2021-06-16
Higurashi no Naku Koro ni Gou (Higurashi When They Cry: GOU),7.54,703,2591,8363,2095,33,4,15,Finished,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Ryukishi07', 'Akase Tomato']",1,0,0,2020-10-02,2021-09-24
"Mom, I'm Sorry",7.54,1196,2592,6739,2726,34,4,102,Finished,"['Drama', 'Supernatural']","['MiTi', 'Gugu']",2,0,0,2019-06-08,2021-07-10
"Tada no Renai nanka de Kikkonai: Kojirase Joushi to Fetish na Buka (We Can't Do Just Plain Love: She's Got a Fetish, Her Boss Has Low Self-Esteem)",7.54,659,2593,6409,2895,35,4,28,Publishing,"['Drama', 'Romance']",['Fukita Mafuyu'],1,0,0,2020-05-01,2023-12-11
"Megane, Tokidoki, Yankee-kun",7.54,3921,2594,1780,10687,176,4,28,Publishing,"['Comedy', 'Romance']",['Naruki'],3,0,0,2021-01-13,2023-12-11
Abigaile no Kemono-tachi (Beasts of Abigaile),7.54,1178,2630,5422,3487,86,4,21,Finished,"['Drama', 'Romance', 'Supernatural']",['Naki Ringo'],5,0,1,2015-09-05,2018-02-06
Angel Beats!: The Last Operation,7.54,378,2631,6625,2786,30,4,28,Publishing,"['Action', 'Drama', 'Supernatural']","['Maeda Jun', 'Asami Yuriko']",0,0,0,2017-08-30,2023-12-11
Magika no Kenshi to Basileus,7.54,848,2595,4858,3945,65,14,82,Finished,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['CHuN', 'Mihara Mitsuki']",1,0,0,2013-04-25,2017-08-25
Endou-kun no Jikken Note,7.54,867,2596,5994,3110,17,2,13,Finished,"['Boys Love', 'Slice of Life']",['Hayakawa Nojiko'],1,0,0,2013-07-31,2016-11-30
Ani no Hanashi,7.54,635,2601,13188,1131,10,4,3,Finished,"['Boys Love', 'Drama']",['Ike Reibun'],1,0,0,2013-11-30,2014-03-28
"Mahou Shoujo Tart★Magica: The Legend of ""Jeanne d'Arc"" (Puella Magi Tart★Magica: The Legend of ""Jeanne d'Arc"")",7.54,760,2602,6549,2823,61,5,21,Finished,"['Drama', 'Fantasy']","['Masugitsune/Kawazu-ku', 'Magica Quartet']",0,1,0,2013-11-08,2017-02-09
Sekai no Owari no Encore,7.54,350,2603,9264,1834,19,10,89,Finished,"['Action', 'Adventure', 'Fantasy']","['Sazane Kei', 'Fuyuno Haruaki']",1,0,0,2014-07-25,2017-05-25
Let's! Haikyuu!?,7.54,663,2605,6367,2917,28,4,28,Publishing,"['Comedy', 'Sports']",['Retsu'],0,0,0,2014-09-22,2023-12-11
Ningen Series,7.54,127,2632,10641,1530,9,7,54,Finished,"['Action', 'Comedy']","['NISIO ISIN', 'Take']",0,0,0,2004-02-06,2010-03-25
Oiran Girl,7.54,1866,2633,4339,4454,21,5,27,Finished,"['Drama', 'Fantasy', 'Romance', 'Supernatural']",['Hibiki Wataru'],5,0,0,2009-12-24,2012-11-24
Conductor,7.54,1980,2638,3827,5129,72,4,12,Finished,"['Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Suspense']","['Nokiya', 'Kaminaga Manabu']",4,1,0,2010-06-24,2011-05-24
"Hentai Ouji to Warawanai Neko. (The ""HENTAI"" prince and the stony cat.)",7.54,846,2640,4082,4800,118,13,72,Finished,"['Comedy', 'Romance', 'Ecchi']","['Sagara Sou', 'Kantoku']",0,0,0,2010-10-25,2019-03-25
